"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","UNEMP","TOT","PC_LF","A","2017",2.890817,
"CZE","UNEMP","TOT","PC_LF","A","2018",2.243518,
"DNK","UNEMP","TOT","PC_LF","A","2010",7.463035,
"DNK","UNEMP","TOT","PC_LF","A","2011",7.572792,
"DNK","UNEMP","TOT","PC_LF","A","2012",7.524072,
"DNK","UNEMP","TOT","PC_LF","A","2013",6.995368,
"DNK","UNEMP","TOT","PC_LF","A","2014",6.59281,
"DNK","UNEMP","TOT","PC_LF","A","2015",6.169618,"B"
"DNK","UNEMP","TOT","PC_LF","A","2016",6.180843,"B"
"DNK","UNEMP","TOT","PC_LF","A","2017",5.743293,
"DNK","UNEMP","TOT","PC_LF","A","2018",4.975856,"B"
"FIN","UNEMP","TOT","PC_LF","A","2010",8.386981,
"FIN","UNEMP","TOT","PC_LF","A","2011",7.774969,
"FIN","UNEMP","TOT","PC_LF","A","2012",7.68181,
"FIN","UNEMP","TOT","PC_LF","A","2013",8.186392,
"FIN","UNEMP","TOT","PC_LF","A","2014",8.657802,
"FIN","UNEMP","TOT","PC_LF","A","2015",9.367311,
"FIN","UNEMP","TOT","PC_LF","A","2016",8.811286,
"FIN","UNEMP","TOT","PC_LF","A","2017",8.63445,
"FIN","UNEMP","TOT","PC_LF","A","2018",7.357432,
"FRA","UNEMP","TOT","PC_LF","A","2010",8.871792,
"FRA","UNEMP","TOT","PC_LF","A","2011",8.811044,
"FRA","UNEMP","TOT","PC_LF","A","2012",9.399351,
"FRA","UNEMP","TOT","PC_LF","A","2013",9.921325,"B"
"FRA","UNEMP","TOT","PC_LF","A","2014",10.29171,
"FRA","UNEMP","TOT","PC_LF","A","2015",10.35981,
"FRA","UNEMP","TOT","PC_LF","A","2016",10.05661,
"FRA","UNEMP","TOT","PC_LF","A","2017",9.398605,
"FRA","UNEMP","TOT","PC_LF","A","2018",9.059228,
"DEU","UNEMP","TOT","PC_LF","A","2010",6.967637,"B"
"DEU","UNEMP","TOT","PC_LF","A","2011",5.827424,
"DEU","UNEMP","TOT","PC_LF","A","2012",5.380757,
"DEU","UNEMP","TOT","PC_LF","A","2013",5.231962,
"DEU","UNEMP","TOT","PC_LF","A","2014",4.981592,
"DEU","UNEMP","TOT","PC_LF","A","2015",4.624955,
"DEU","UNEMP","TOT","PC_LF","A","2016",4.122733,
"DEU","UNEMP","TOT","PC_LF","A","2017",3.746631,
"DEU","UNEMP","TOT","PC_LF","A","2018",3.38409,
"GRC","UNEMP","TOT","PC_LF","A","2010",12.71716,
"GRC","UNEMP","TOT","PC_LF","A","2011",17.87071,
"GRC","UNEMP","TOT","PC_LF","A","2012",24.44174,
"GRC","UNEMP","TOT","PC_LF","A","2013",27.46715,
"GRC","UNEMP","TOT","PC_LF","A","2014",26.49027,
"GRC","UNEMP","TOT","PC_LF","A","2015",24.90084,
"GRC","UNEMP","TOT","PC_LF","A","2016",23.54104,
"GRC","UNEMP","TOT","PC_LF","A","2017",21.48901,
"GRC","UNEMP","TOT","PC_LF","A","2018",19.29447,
"HUN","UNEMP","TOT","PC_LF","A","2010",11.17377,
"HUN","UNEMP","TOT","PC_LF","A","2011",11.03269,
"HUN","UNEMP","TOT","PC_LF","A","2012",11.00812,
"HUN","UNEMP","TOT","PC_LF","A","2013",10.18524,
"HUN","UNEMP","TOT","PC_LF","A","2014",7.728486,
"HUN","UNEMP","TOT","PC_LF","A","2015",6.817803,
"HUN","UNEMP","TOT","PC_LF","A","2016",5.119285,
"HUN","UNEMP","TOT","PC_LF","A","2017",4.157162,
"HUN","UNEMP","TOT","PC_LF","A","2018",3.707886,
"ISL","UNEMP","TOT","PC_LF","A","2010",7.548411,
"ISL","UNEMP","TOT","PC_LF","A","2011",7.033196,
"ISL","UNEMP","TOT","PC_LF","A","2012",5.983469,
"ISL","UNEMP","TOT","PC_LF","A","2013",5.381035,
"ISL","UNEMP","TOT","PC_LF","A","2014",4.890404,
"ISL","UNEMP","TOT","PC_LF","A","2015",3.966664,
"ISL","UNEMP","TOT","PC_LF","A","2016",2.968629,
"ISL","UNEMP","TOT","PC_LF","A","2017",2.743788,
"ISL","UNEMP","TOT","PC_LF","A","2018",2.711352,
"IRL","UNEMP","TOT","PC_LF","A","2010",14.53227,
"IRL","UNEMP","TOT","PC_LF","A","2011",15.35064,
"IRL","UNEMP","TOT","PC_LF","A","2012",15.44939,
"IRL","UNEMP","TOT","PC_LF","A","2013",13.73561,
"IRL","UNEMP","TOT","PC_LF","A","2014",11.85948,
"IRL","UNEMP","TOT","PC_LF","A","2015",9.909575,
"IRL","UNEMP","TOT","PC_LF","A","2016",8.37511,
"IRL","UNEMP","TOT","PC_LF","A","2017",6.71373,"B"
"IRL","UNEMP","TOT","PC_LF","A","2018",5.738596,
"ITA","UNEMP","TOT","PC_LF","A","2010",8.359172,
"ITA","UNEMP","TOT","PC_LF","A","2011",8.353756,
"ITA","UNEMP","TOT","PC_LF","A","2012",10.65126,
"ITA","UNEMP","TOT","PC_LF","A","2013",12.14521,
"ITA","UNEMP","TOT","PC_LF","A","2014",12.6798,
"ITA","UNEMP","TOT","PC_LF","A","2015",11.89388,
"ITA","UNEMP","TOT","PC_LF","A","2016",11.68803,
"ITA","UNEMP","TOT","PC_LF","A","2017",11.21117,
"ITA","UNEMP","TOT","PC_LF","A","2018",10.60792,
"JPN","UNEMP","TOT","PC_LF","A","2010",5.05,
"JPN","UNEMP","TOT","PC_LF","A","2011",4.583333,
"JPN","UNEMP","TOT","PC_LF","A","2012",4.35,
"JPN","UNEMP","TOT","PC_LF","A","2013",4.025,
"JPN","UNEMP","TOT","PC_LF","A","2014",3.591667,
"JPN","UNEMP","TOT","PC_LF","A","2015",3.375,
"JPN","UNEMP","TOT","PC_LF","A","2016",3.116667,
"JPN","UNEMP","TOT","PC_LF","A","2017",2.808333,
"JPN","UNEMP","TOT","PC_LF","A","2018",2.441667,
"KOR","UNEMP","TOT","PC_LF","A","2010",3.708333,
"KOR","UNEMP","TOT","PC_LF","A","2011",3.408333,
"KOR","UNEMP","TOT","PC_LF","A","2012",3.225,
"KOR","UNEMP","TOT","PC_LF","A","2013",3.1,
"KOR","UNEMP","TOT","PC_LF","A","2014",3.491667,
"KOR","UNEMP","TOT","PC_LF","A","2015",3.591667,
"KOR","UNEMP","TOT","PC_LF","A","2016",3.675,
"KOR","UNEMP","TOT","PC_LF","A","2017",3.683333,
"KOR","UNEMP","TOT","PC_LF","A","2018",3.833333,
"LUX","UNEMP","TOT","PC_LF","A","2010",4.351644,
"LUX","UNEMP","TOT","PC_LF","A","2011",4.896927,
"LUX","UNEMP","TOT","PC_LF","A","2012",5.138287,
"LUX","UNEMP","TOT","PC_LF","A","2013",5.836521,
"LUX","UNEMP","TOT","PC_LF","A","2014",5.854882,"B"
"LUX","UNEMP","TOT","PC_LF","A","2015",6.658826,
"LUX","UNEMP","TOT","PC_LF","A","2016",6.285928,
"LUX","UNEMP","TOT","PC_LF","A","2017",5.516146,
"LUX","UNEMP","TOT","PC_LF","A","2018",5.582682,
"MEX","UNEMP","TOT","PC_LF","A","2010",5.329331,
"MEX","UNEMP","TOT","PC_LF","A","2011",5.19556,
"MEX","UNEMP","TOT","PC_LF","A","2012",4.923267,
"MEX","UNEMP","TOT","PC_LF","A","2013",4.943342,
"MEX","UNEMP","TOT","PC_LF","A","2014",4.83142,
"MEX","UNEMP","TOT","PC_LF","A","2015",4.335983,
"MEX","UNEMP","TOT","PC_LF","A","2016",3.885181,
"MEX","UNEMP","TOT","PC_LF","A","2017",3.437958,
"MEX","UNEMP","TOT","PC_LF","A","2018",3.300558,
"NLD","UNEMP","TOT","PC_LF","A","2010",4.989325,
"NLD","UNEMP","TOT","PC_LF","A","2011",4.976648,
"NLD","UNEMP","TOT","PC_LF","A","2012",5.820699,
"NLD","UNEMP","TOT","PC_LF","A","2013",7.242696,
"NLD","UNEMP","TOT","PC_LF","A","2014",7.416319,
"NLD","UNEMP","TOT","PC_LF","A","2015",6.87228,
"NLD","UNEMP","TOT","PC_LF","A","2016",6.00791,
"NLD","UNEMP","TOT","PC_LF","A","2017",4.840418,
"NLD","UNEMP","TOT","PC_LF","A","2018",3.832352,
"NZL","UNEMP","TOT","PC_LF","A","2010",6.15,
"NZL","UNEMP","TOT","PC_LF","A","2011",5.95,
"NZL","UNEMP","TOT","PC_LF","A","2012",6.4,
"NZL","UNEMP","TOT","PC_LF","A","2013",5.75,
"NZL","UNEMP","TOT","PC_LF","A","2014",5.375,
"NZL","UNEMP","TOT","PC_LF","A","2015",5.35,
"NZL","UNEMP","TOT","PC_LF","A","2016",5.1,
"NZL","UNEMP","TOT","PC_LF","A","2017",4.7,
"NZL","UNEMP","TOT","PC_LF","A","2018",4.3,
"NOR","UNEMP","TOT","PC_LF","A","2010",3.521047,
"NOR","UNEMP","TOT","PC_LF","A","2011",3.214387,
"NOR","UNEMP","TOT","PC_LF","A","2012",3.123188,
"NOR","UNEMP","TOT","PC_LF","A","2013",3.422888,
"NOR","UNEMP","TOT","PC_LF","A","2014",3.484511,
"NOR","UNEMP","TOT","PC_LF","A","2015",4.295396,
"NOR","UNEMP","TOT","PC_LF","A","2016",4.677024,
"NOR","UNEMP","TOT","PC_LF","A","2017",4.162159,
"NOR","UNEMP","TOT","PC_LF","A","2018",3.799347,
"POL","UNEMP","TOT","PC_LF","A","2010",9.640347,
"POL","UNEMP","TOT","PC_LF","A","2011",9.632815,
"POL","UNEMP","TOT","PC_LF","A","2012",10.08882,
"POL","UNEMP","TOT","PC_LF","A","2013",10.32862,
"POL","UNEMP","TOT","PC_LF","A","2014",8.990872,
"POL","UNEMP","TOT","PC_LF","A","2015",7.50308,
"POL","UNEMP","TOT","PC_LF","A","2016",6.161703,
"POL","UNEMP","TOT","PC_LF","A","2017",4.887239,
"POL","UNEMP","TOT","PC_LF","A","2018",3.846072,
"PRT","UNEMP","TOT","PC_LF","A","2010",10.76982,"B"
"PRT","UNEMP","TOT","PC_LF","A","2011",12.68106,
"PRT","UNEMP","TOT","PC_LF","A","2012",15.53028,
"PRT","UNEMP","TOT","PC_LF","A","2013",16.1838,
"PRT","UNEMP","TOT","PC_LF","A","2014",13.89509,
"PRT","UNEMP","TOT","PC_LF","A","2015",12.44469,
"PRT","UNEMP","TOT","PC_LF","A","2016",11.06846,
"PRT","UNEMP","TOT","PC_LF","A","2017",8.870407,
"PRT","UNEMP","TOT","PC_LF","A","2018",6.994051,
"SVK","UNEMP","TOT","PC_LF","A","2010",14.38103,"B"
"SVK","UNEMP","TOT","PC_LF","A","2011",13.61758,
"SVK","UNEMP","TOT","PC_LF","A","2012",13.96335,
"SVK","UNEMP","TOT","PC_LF","A","2013",14.22133,
"SVK","UNEMP","TOT","PC_LF","A","2014",13.18428,
"SVK","UNEMP","TOT","PC_LF","A","2015",11.48227,
"SVK","UNEMP","TOT","PC_LF","A","2016",9.671689,
"SVK","UNEMP","TOT","PC_LF","A","2017",8.130965,
"SVK","UNEMP","TOT","PC_LF","A","2018",6.536399,
"ESP","UNEMP","TOT","PC_LF","A","2010",19.8598,
"ESP","UNEMP","TOT","PC_LF","A","2011",21.39048,
"ESP","UNEMP","TOT","PC_LF","A","2012",24.78815,
"ESP","UNEMP","TOT","PC_LF","A","2013",26.0919,
"ESP","UNEMP","TOT","PC_LF","A","2014",24.44284,
"ESP","UNEMP","TOT","PC_LF","A","2015",22.05655,
"ESP","UNEMP","TOT","PC_LF","A","2016",19.63388,
"ESP","UNEMP","TOT","PC_LF","A","2017",17.22489,
"ESP","UNEMP","TOT","PC_LF","A","2018",15.25788,
"SWE","UNEMP","TOT","PC_LF","A","2010",8.610753,
"SWE","UNEMP","TOT","PC_LF","A","2011",7.80387,
"SWE","UNEMP","TOT","PC_LF","A","2012",7.975423,
"SWE","UNEMP","TOT","PC_LF","A","2013",8.052903,
"SWE","UNEMP","TOT","PC_LF","A","2014",7.955972,
"SWE","UNEMP","TOT","PC_LF","A","2015",7.432082,
"SWE","UNEMP","TOT","PC_LF","A","2016",6.991096,
"SWE","UNEMP","TOT","PC_LF","A","2017",6.718704,
"SWE","UNEMP","TOT","PC_LF","A","2018",6.346331,
"CHE","UNEMP","TOT","PC_LF","A","2010",4.803483,
"CHE","UNEMP","TOT","PC_LF","A","2011",4.401403,
"CHE","UNEMP","TOT","PC_LF","A","2012",4.48394,
"CHE","UNEMP","TOT","PC_LF","A","2013",4.746688,
"CHE","UNEMP","TOT","PC_LF","A","2014",4.829303,
"CHE","UNEMP","TOT","PC_LF","A","2015",4.80018,
"CHE","UNEMP","TOT","PC_LF","A","2016",4.918711,
"CHE","UNEMP","TOT","PC_LF","A","2017",4.797114,
"CHE","UNEMP","TOT","PC_LF","A","2018",4.714227,
"TUR","UNEMP","TOT","PC_LF","A","2010",10.68452,
"TUR","UNEMP","TOT","PC_LF","A","2011",8.814762,
"TUR","UNEMP","TOT","PC_LF","A","2012",8.166607,
"TUR","UNEMP","TOT","PC_LF","A","2013",8.740033,"B"
"TUR","UNEMP","TOT","PC_LF","A","2014",9.883171,
"TUR","UNEMP","TOT","PC_LF","A","2015",10.24497,
"TUR","UNEMP","TOT","PC_LF","A","2016",10.83812,
"TUR","UNEMP","TOT","PC_LF","A","2017",10.83303,
"TUR","UNEMP","TOT","PC_LF","A","2018",10.88748,
"GBR","UNEMP","TOT","PC_LF","A","2010",7.786648,
"GBR","UNEMP","TOT","PC_LF","A","2011",8.036686,
"GBR","UNEMP","TOT","PC_LF","A","2012",7.885344,
"GBR","UNEMP","TOT","PC_LF","A","2013",7.525075,
"GBR","UNEMP","TOT","PC_LF","A","2014",6.110472,
"GBR","UNEMP","TOT","PC_LF","A","2015",5.301053,
"GBR","UNEMP","TOT","PC_LF","A","2016",4.809951,
"GBR","UNEMP","TOT","PC_LF","A","2017",4.330292,
"GBR","UNEMP","TOT","PC_LF","A","2018",3.996093,
"USA","UNEMP","TOT","PC_LF","A","2010",9.616667,
"USA","UNEMP","TOT","PC_LF","A","2011",8.95,
"USA","UNEMP","TOT","PC_LF","A","2012",8.066667,
"USA","UNEMP","TOT","PC_LF","A","2013",7.375,
"USA","UNEMP","TOT","PC_LF","A","2014",6.166667,
"USA","UNEMP","TOT","PC_LF","A","2015",5.291667,
"USA","UNEMP","TOT","PC_LF","A","2016",4.866667,
"USA","UNEMP","TOT","PC_LF","A","2017",4.35,
"USA","UNEMP","TOT","PC_LF","A","2018",3.9,
"BRA","UNEMP","TOT","PC_LF","A","2010",6.757159,
"BRA","UNEMP","TOT","PC_LF","A","2011",5.978367,
"BRA","UNEMP","TOT","PC_LF","A","2012",5.520268,
"BRA","UNEMP","TOT","PC_LF","A","2013",5.400495,
"BRA","UNEMP","TOT","PC_LF","A","2014",4.851514,
"CHL","UNEMP","TOT","PC_LF","A","2010",8.15,
"CHL","UNEMP","TOT","PC_LF","A","2011",7.125,
"CHL","UNEMP","TOT","PC_LF","A","2012",6.432676,
"CHL","UNEMP","TOT","PC_LF","A","2013",5.932378,
"CHL","UNEMP","TOT","PC_LF","A","2014",6.391404,
"CHL","UNEMP","TOT","PC_LF","A","2015",6.213719,
"CHL","UNEMP","TOT","PC_LF","A","2016",6.490013,
"CHL","UNEMP","TOT","PC_LF","A","2017",6.673688,
"CHL","UNEMP","TOT","PC_LF","A","2018",6.966212,
"EST","UNEMP","TOT","PC_LF","A","2010",16.70262,
"EST","UNEMP","TOT","PC_LF","A","2011",12.33337,
"EST","UNEMP","TOT","PC_LF","A","2012",10.02366,
"EST","UNEMP","TOT","PC_LF","A","2013",8.631536,
"EST","UNEMP","TOT","PC_LF","A","2014",7.355543,
"EST","UNEMP","TOT","PC_LF","A","2015",6.191967,
"EST","UNEMP","TOT","PC_LF","A","2016",6.753039,
"EST","UNEMP","TOT","PC_LF","A","2017",5.762793,
"EST","UNEMP","TOT","PC_LF","A","2018",5.374337,
"IDN","UNEMP","TOT","PC_LF","A","2010",7.25,
"IDN","UNEMP","TOT","PC_LF","A","2011",6.7,
"IDN","UNEMP","TOT","PC_LF","A","2012",6.2,
"IDN","UNEMP","TOT","PC_LF","A","2013",6.03,
"IDN","UNEMP","TOT","PC_LF","A","2014",5.82,
"IDN","UNEMP","TOT","PC_LF","A","2015",6,
"ISR","UNEMP","TOT","PC_LF","A","2010",6.636595,
"ISR","UNEMP","TOT","PC_LF","A","2011",5.602376,"B"
"ISR","UNEMP","TOT","PC_LF","A","2012",6.85,
"ISR","UNEMP","TOT","PC_LF","A","2013",6.208333,
"ISR","UNEMP","TOT","PC_LF","A","2014",5.908333,
"ISR","UNEMP","TOT","PC_LF","A","2015",5.241667,
"ISR","UNEMP","TOT","PC_LF","A","2016",4.808333,
"ISR","UNEMP","TOT","PC_LF","A","2017",4.216667,
"ISR","UNEMP","TOT","PC_LF","A","2018",4,
"RUS","UNEMP","TOT","PC_LF","A","2010",7.483333,
"RUS","UNEMP","TOT","PC_LF","A","2011",6.499474,
"RUS","UNEMP","TOT","PC_LF","A","2012",5.462007,
"RUS","UNEMP","TOT","PC_LF","A","2013",5.485319,
"RUS","UNEMP","TOT","PC_LF","A","2014",5.1575,
"RUS","UNEMP","TOT","PC_LF","A","2015",5.568395,
"RUS","UNEMP","TOT","PC_LF","A","2016",5.53882,
"RUS","UNEMP","TOT","PC_LF","A","2017",5.212452,
"RUS","UNEMP","TOT","PC_LF","A","2018",4.802335,
"SVN","UNEMP","TOT","PC_LF","A","2010",7.237447,
"SVN","UNEMP","TOT","PC_LF","A","2011",8.169436,
"SVN","UNEMP","TOT","PC_LF","A","2012",8.838806,
"SVN","UNEMP","TOT","PC_LF","A","2013",10.10859,
"SVN","UNEMP","TOT","PC_LF","A","2014",9.673278,
"SVN","UNEMP","TOT","PC_LF","A","2015",8.962607,
"SVN","UNEMP","TOT","PC_LF","A","2016",8.006598,
"SVN","UNEMP","TOT","PC_LF","A","2017",6.569075,
"SVN","UNEMP","TOT","PC_LF","A","2018",5.110229,
"ZAF","UNEMP","TOT","PC_LF","A","2010",24.875,
"ZAF","UNEMP","TOT","PC_LF","A","2011",24.8,
"ZAF","UNEMP","TOT","PC_LF","A","2012",24.875,
"ZAF","UNEMP","TOT","PC_LF","A","2013",24.725,
"ZAF","UNEMP","TOT","PC_LF","A","2014",25.1,
"ZAF","UNEMP","TOT","PC_LF","A","2015",25.35,
"ZAF","UNEMP","TOT","PC_LF","A","2016",26.725,
"ZAF","UNEMP","TOT","PC_LF","A","2017",27.45,
"ZAF","UNEMP","TOT","PC_LF","A","2018",27.125,
"EU28","UNEMP","TOT","PC_LF","A","2010",9.5486,
"EU28","UNEMP","TOT","PC_LF","A","2011",9.606822,
"EU28","UNEMP","TOT","PC_LF","A","2012",10.4253,
"EU28","UNEMP","TOT","PC_LF","A","2013",10.82166,
"EU28","UNEMP","TOT","PC_LF","A","2014",10.21109,
"EU28","UNEMP","TOT","PC_LF","A","2015",9.39427,
"EU28","UNEMP","TOT","PC_LF","A","2016",8.539491,
"EU28","UNEMP","TOT","PC_LF","A","2017",7.62175,
"EU28","UNEMP","TOT","PC_LF","A","2018",6.830964,
"OECD","UNEMP","TOT","PC_LF","A","2010",8.312336,"B"
"OECD","UNEMP","TOT","PC_LF","A","2011",7.93867,"B"
"OECD","UNEMP","TOT","PC_LF","A","2012",7.936259,
"OECD","UNEMP","TOT","PC_LF","A","2013",7.87624,"B"
"OECD","UNEMP","TOT","PC_LF","A","2014",7.356223,"B"
"OECD","UNEMP","TOT","PC_LF","A","2015",6.770216,"B"
"OECD","UNEMP","TOT","PC_LF","A","2016",6.327726,"B"
"OECD","UNEMP","TOT","PC_LF","A","2017",5.768299,"B"
"OECD","UNEMP","TOT","PC_LF","A","2018",5.296215,"B"
"EA19","UNEMP","TOT","PC_LF","A","2010",10.10274,
"EA19","UNEMP","TOT","PC_LF","A","2011",10.12907,
"EA19","UNEMP","TOT","PC_LF","A","2012",11.30863,
"EA19","UNEMP","TOT","PC_LF","A","2013",11.94219,
"EA19","UNEMP","TOT","PC_LF","A","2014",11.60461,
"EA19","UNEMP","TOT","PC_LF","A","2015",10.84461,
"EA19","UNEMP","TOT","PC_LF","A","2016",10.01079,
"EA19","UNEMP","TOT","PC_LF","A","2017",9.043635,
"EA19","UNEMP","TOT","PC_LF","A","2018",8.178779,
"COL","UNEMP","TOT","PC_LF","A","2010",11.84167,
"COL","UNEMP","TOT","PC_LF","A","2011",10.895,
"COL","UNEMP","TOT","PC_LF","A","2012",10.43417,
"COL","UNEMP","TOT","PC_LF","A","2013",9.705833,
"COL","UNEMP","TOT","PC_LF","A","2014",9.166667,
"COL","UNEMP","TOT","PC_LF","A","2015",8.960834,
"COL","UNEMP","TOT","PC_LF","A","2016",9.274167,
"COL","UNEMP","TOT","PC_LF","A","2017",9.425834,
"COL","UNEMP","TOT","PC_LF","A","2018",9.719167,
"LVA","UNEMP","TOT","PC_LF","A","2010",19.48375,
"LVA","UNEMP","TOT","PC_LF","A","2011",16.21216,
"LVA","UNEMP","TOT","PC_LF","A","2012",15.0552,
"LVA","UNEMP","TOT","PC_LF","A","2013",11.8683,
"LVA","UNEMP","TOT","PC_LF","A","2014",10.84309,
"LVA","UNEMP","TOT","PC_LF","A","2015",9.875636,
"LVA","UNEMP","TOT","PC_LF","A","2016",9.641258,
"LVA","UNEMP","TOT","PC_LF","A","2017",8.716354,
"LVA","UNEMP","TOT","PC_LF","A","2018",7.415344,
"LTU","UNEMP","TOT","PC_LF","A","2010",17.81879,
"LTU","UNEMP","TOT","PC_LF","A","2011",15.38251,
"LTU","UNEMP","TOT","PC_LF","A","2012",13.36761,
"LTU","UNEMP","TOT","PC_LF","A","2013",11.77156,
"LTU","UNEMP","TOT","PC_LF","A","2014",10.69969,
"LTU","UNEMP","TOT","PC_LF","A","2015",9.119895,
"LTU","UNEMP","TOT","PC_LF","A","2016",7.860914,
"LTU","UNEMP","TOT","PC_LF","A","2017",7.07182,
"LTU","UNEMP","TOT","PC_LF","A","2018",6.152077,
